meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1211,9095,1,2,1,2,TEST_UNKNOWN,0
1211,9095,1,4,1,2,MEDIUM,0
1211,9095,1,81,1,2,MEDIUM,0
1211,9095,1,14,1,3,TEST_UNKNOWN,0
1211,9095,1,21,1,3,TEST_UNKNOWN,0
1211,9095,1,24,1,3,TEST_UNKNOWN,0
1211,9095,1,77,1,3,TEST_UNKNOWN,0
1211,9095,1,18,1,4,TEST_UNKNOWN,0
1211,9095,1,16,1,5,TEST_UNKNOWN,0
1211,9095,1,1,1,6,TEST_UNKNOWN,0
1211,9095,1,11,1,6,TEST_UNKNOWN,0
1211,9095,1,20,1,6,TEST_UNKNOWN,0
1211,9095,1,27,1,6,SOFT,0
1211,9095,1,10,1,8,TEST_UNKNOWN,0
1211,9095,1,22,1,8,TEST_UNKNOWN,0
1211,9095,1,23,1,9,MEDIUM,0
1211,9095,1,44,1,9,MEDIUM,0
1211,9095,1,63,1,9,MEDIUM,0
1211,9095,1,31,1,10,TEST_UNKNOWN,0
1211,9095,1,55,1,12,TEST_UNKNOWN,0
1211,9095,2,4,2,3,MEDIUM,1
1211,9095,2,81,2,3,MEDIUM,1
1211,9095,2,2,2,9,TEST_UNKNOWN,1
1211,9095,2,21,3,5,TEST_UNKNOWN,2
1211,9095,2,14,3,6,TEST_UNKNOWN,0
1211,9095,3,4,3,10,MEDIUM,2
1211,9095,3,81,3,10,MEDIUM,2
1211,9095,2,77,3,12,MEDIUM,0
1211,9095,2,24,3,14,MEDIUM,0
1211,9095,2,18,4,5,TEST_UNKNOWN,0
1211,9095,3,18,5,8,TEST_UNKNOWN,0
1211,9095,3,21,5,8,MEDIUM,0
1211,9095,2,16,5,11,TEST_UNKNOWN,4
1211,9095,2,20,6,11,TEST_UNKNOWN,5
1211,9095,2,27,6,11,SOFT,5
1211,9095,2,1,6,12,MEDIUM,0
1211,9095,2,11,6,13,MEDIUM,0
1211,9095,3,14,6,18,MEDIUM,0
1211,9095,4,18,8,11,MEDIUM,0
1211,9095,2,22,8,13,MEDIUM,0
1211,9095,4,21,8,15,MEDIUM,3
1211,9095,2,10,8,18,MEDIUM,0
1211,9095,2,23,9,16,TEST_UNKNOWN,0
1211,9095,3,2,9,16,MEDIUM,0
1211,9095,2,44,9,17,TEST_UNKNOWN,0
1211,9095,2,63,9,17,TEST_UNKNOWN,0
1211,9095,4,4,10,15,SOFT,0
1211,9095,4,81,10,15,SOFT,0
1211,9095,2,31,10,19,MEDIUM,0
1211,9095,5,18,11,12,MEDIUM,0
1211,9095,3,16,11,16,MEDIUM,0
1211,9095,3,20,11,17,SOFT,0
1211,9095,3,27,11,18,SOFT,0
1211,9095,6,18,12,13,MEDIUM,0
1211,9095,3,1,12,15,SOFT,0
1211,9095,2,55,12,17,MEDIUM,0
1211,9095,3,77,12,18,SOFT,0
1211,9095,7,18,13,18,MEDIUM,0
1211,9095,3,11,13,19,SOFT,0
1211,9095,3,22,13,19,MEDIUM,5
1211,9095,3,24,14,17,SOFT,0
1211,9095,5,21,15,22,SOFT,0
1211,9095,5,4,15,25,TEST_UNKNOWN,0
1211,9095,5,81,15,26,TEST_UNKNOWN,0
1211,9095,4,1,15,29,SOFT,3
1211,9095,3,23,16,19,SOFT,0
1211,9095,4,16,16,19,MEDIUM,5
1211,9095,4,2,16,22,SOFT,0
1211,9095,4,24,17,20,SOFT,3
1211,9095,3,55,17,21,SOFT,0
1211,9095,4,20,17,22,SOFT,0
1211,9095,3,44,17,24,TEST_UNKNOWN,0
1211,9095,3,63,17,24,TEST_UNKNOWN,0
1211,9095,3,10,18,21,SOFT,0
1211,9095,4,14,18,24,SOFT,0
1211,9095,4,77,18,24,MEDIUM,9
1211,9095,8,18,18,25,SOFT,0
1211,9095,4,27,18,28,TEST_UNKNOWN,0
1211,9095,4,23,19,22,SOFT,3
1211,9095,5,16,19,23,SOFT,0
1211,9095,4,22,19,27,SOFT,0
1211,9095,3,31,19,28,SOFT,0
1211,9095,4,11,19,30,MEDIUM,7
1211,9095,5,24,20,24,TEST_UNKNOWN,0
1211,9095,4,10,21,27,SOFT,3
1211,9095,4,55,21,27,SOFT,4
1211,9095,6,21,22,27,SOFT,7
1211,9095,5,23,22,28,MEDIUM,8
1211,9095,5,2,22,30,SOFT,6
1211,9095,6,16,23,28,MEDIUM,8
1211,9095,4,63,24,27,SOFT,0
1211,9095,4,44,24,29,SOFT,0
1211,9095,5,63,27,30,SOFT,3
1211,9095,5,1,29,32,MEDIUM,6
1211,9095,5,11,30,32,SOFT,6
1211,9095,6,63,30,32,SOFT,0
