meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1211,9095,14,1,2023-06-02T11:30:03.622000+00:00,,39.191,26.055,219.0,199,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2051, 2051, 2051, 2051, 2051]",215.0
1211,9095,11,1,2023-06-02T11:30:07.543000+00:00,,38.235,31.874,162.0,244,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",69.0
1211,9095,18,1,2023-06-02T11:30:09.981000+00:00,,41.543,27.721,166.0,191,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",197.0
1211,9095,21,1,2023-06-02T11:30:11.825000+00:00,,39.093,39.595,181.0,183,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",209.0
1211,9095,31,1,2023-06-02T11:30:13.918000+00:00,,36.981,38.818,167.0,229,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",116.0
1211,9095,55,1,2023-06-02T11:30:15.481000+00:00,,36.765,27.995,197.0,244,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2051, 2049]",154.0
1211,9095,63,1,2023-06-02T11:30:16.590000+00:00,,36.234,34.46,205.0,138,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2049]",122.0
1211,9095,77,1,2023-06-02T11:30:19.012000+00:00,,36.414,29.147,205.0,169,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2051]",136.0
1211,9095,22,1,2023-06-02T11:30:20.778000+00:00,,35.483,30.778,213.0,236,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",113.0
1211,9095,2,1,2023-06-02T11:30:23.184000+00:00,,39.923,39.896,174.0,211,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2064, 2064]",107.0
1211,9095,10,1,2023-06-02T11:30:27.402000+00:00,,35.686,28.911,196.0,237,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049]",123.0
1211,9095,24,1,2023-06-02T11:30:33.949000+00:00,,40.87,40.411,175.0,198,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",117.0
1211,9095,20,1,2023-06-02T11:30:36.605000+00:00,,39.529,43.095,165.0,149,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",77.0
1211,9095,81,1,2023-06-02T11:30:46.761000+00:00,,45.213,36.297,191.0,200,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2064, 2064]",136.0
1211,9095,16,1,2023-06-02T11:30:50.855000+00:00,,39.823,35.294,200.0,198,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",156.0
1211,9095,44,1,2023-06-02T11:30:54.011000+00:00,,38.404,32.933,200.0,242,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",166.0
1211,9095,4,1,2023-06-02T11:31:01.730000+00:00,,40.089,31.895,201.0,242,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2064, 2064]",99.0
