meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1207,9064,27,1,2023-04-28T13:00:03.568000+00:00,,46.363,26.644,170.0,202.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2049, 2051]",300.0
1207,9064,44,1,2023-04-28T13:00:06.474000+00:00,,46.319,27.249,170.0,139.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",295.0
1207,9064,20,1,2023-04-28T13:00:07.943000+00:00,,47.283,26.682,173.0,165.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2051, 2051, 2051, 2051, 2051]",301.0
1207,9064,31,1,2023-04-28T13:00:09.255000+00:00,,48.292,27.393,169.0,161.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051]",294.0
1207,9064,23,1,2023-04-28T13:00:10.630000+00:00,,49.917,28.015,143.0,180.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",297.0
1207,9064,63,1,2023-04-28T13:00:12.021000+00:00,,53.038,26.922,140.0,195.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049]",289.0
1207,9064,22,1,2023-04-28T13:00:19.443000+00:00,,53.836,26.581,148.0,189.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051]",301.0
1207,9064,77,1,2023-04-28T13:00:21.067000+00:00,,56.974,27.057,177.0,79.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",300.0
1207,9064,24,1,2023-04-28T13:00:23.192000+00:00,,57.116,26.961,154.0,106.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]",300.0
1207,9064,2,1,2023-04-28T13:00:25.286000+00:00,,60.455,27.216,171.0,129.0,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049]",281.0
