meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1215,9128,77,1,2023-07-22T10:30:05.459000+00:00,,30.991,25.876,250.0,227,True,,"[2064, 2064, 2051, 2049, 2051, 2049, 2049]","[2051, 2051, 2051, 2051, 2051, 2051, 2051, 2051]","[2049, 2051, 2051, 2064, 2064]",
1215,9128,24,1,2023-07-22T10:30:09.506000+00:00,,33.849,27.292,244.0,222,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2064, 2064]",
1215,9128,3,1,2023-07-22T10:30:29.037000+00:00,,34.416,24.976,259.0,221,True,,"[2064, 2064, 2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051]",
1215,9128,20,1,2023-07-22T10:30:46.521000+00:00,,34.366,26.066,234.0,214,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051]",
1215,9128,22,1,2023-07-22T10:30:54.974000+00:00,,31.668,23.882,262.0,223,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049]",
1215,9128,11,1,2023-07-22T10:31:06.771000+00:00,,40.222,29.345,257.0,149,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049]",
1215,9128,1,1,2023-07-22T10:31:52.348000+00:00,,40.57,24.101,266.0,220,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051]",
1215,9128,77,2,2023-07-22T10:31:52.692000+00:00,57.555,33.765,29.007,268.0,224,True,120.327,"[None, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2064, 2064]",
1215,9128,55,1,2023-07-22T10:32:06.785000+00:00,,35.994,35.467,239.0,208,True,,"[2064, 2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049]",
1215,9128,24,2,2023-07-22T10:32:07.051000+00:00,69.069,31.278,28.991,268.0,232,True,129.338,"[None, 2064, 2048, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2048, 2048, 2064, 2064]",
