meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1215,9127,23,1,2023-07-21T15:00:02.696000+00:00,,34.517,25.095,253.0,226,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2051, 2051, 2051]",
1215,9127,2,1,2023-07-21T15:00:07.071000+00:00,,37.111,32.071,244.0,222,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",
1215,9127,77,1,2023-07-21T15:00:09.196000+00:00,,31.876,42.276,248.0,228,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",
1215,9127,14,1,2023-07-21T15:00:10.165000+00:00,,34.979,29.998,191.0,223,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 2051]",
1215,9127,24,1,2023-07-21T15:00:12.680000+00:00,,34.437,37.125,233.0,223,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049]",
1215,9127,31,1,2023-07-21T15:00:14.071000+00:00,,34.297,38.834,267.0,203,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049]",
1215,9127,22,1,2023-07-21T15:00:16.805000+00:00,,31.922,46.224,258.0,228,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",
1215,9127,20,1,2023-07-21T15:00:24.258000+00:00,,31.738,50.535,249.0,226,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2051]",
1215,9127,4,1,2023-07-21T15:00:27.743000+00:00,,34.348,44.117,243.0,235,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2051, 2049, 2049, 2049, 2049]",
1215,9127,81,1,2023-07-21T15:00:46.352000+00:00,,36.303,37.608,237.0,203,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",
1215,9127,10,1,2023-07-21T15:00:50.180000+00:00,,39.443,33.908,235.0,216,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049]",
1215,9127,3,1,2023-07-21T15:00:55.805000+00:00,,39.35,33.263,254.0,203,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049]",
1215,9127,27,1,2023-07-21T15:01:07.445000+00:00,,33.8,34.882,249.0,216,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049]",
1215,9127,18,1,2023-07-21T15:01:15.180000+00:00,,40.163,32.548,257.0,210,True,,"[2064, 2064, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049]",
1215,9127,23,2,2023-07-21T15:01:41.773000+00:00,28.831,28.359,22.47,273.0,246,False,79.66,"[2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2051, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2051, 0]",299.0
1215,9127,14,2,2023-07-21T15:01:47.726000+00:00,28.926,28.645,22.525,276.0,245,False,80.096,"[2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2051, 2049, 0]",290.0
1215,9127,2,2,2023-07-21T15:01:54.211000+00:00,28.804,28.319,22.367,276.0,246,False,79.49,"[2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2051, 2049, 2051, 2049]",301.0
1215,9127,24,2,2023-07-21T15:01:59.617000+00:00,29.347,28.77,22.619,271.0,245,False,80.736,"[2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 0]",294.0
1215,9127,31,2,2023-07-21T15:02:06.882000+00:00,28.836,28.584,22.602,278.0,247,False,80.022,"[2049, 2051, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 0]",300.0
1215,9127,77,2,2023-07-21T15:02:11.085000+00:00,29.11,28.334,22.335,272.0,248,False,79.779,"[2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2049, 2049, 2049]",296.0
1215,9127,22,2,2023-07-21T15:02:16.882000+00:00,29.106,28.878,22.693,274.0,241,False,80.677,"[2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049]",292.0
1215,9127,20,2,2023-07-21T15:02:22.695000+00:00,28.943,28.514,22.716,276.0,241,False,80.173,"[2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 0]",299.0
